Ranking,Name,FullName,Age,Height,Weight,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,Maximum Wage,Minimum Wage,Average Wage,Maximum Rating,Minimum Rating,Average Rating
118,L. Bonucci,Leonardo Bonucci,35,190,85,Italy,84,84,0,1947,416,CB,CB,Juventus,11000000,95000,18700000,CB,2024,19,2018,FALSE,Italy,,,,,,
117,K. Trippier,Kieran Trippier,31,173,71,England,84,84,0,2181,445,"RB,RM",RB,Newcastle United,30500000,120000,58000000,RB,2024,2,2022,FALSE,England,,,,,,
116,Muniain,Iker Muniain Goñi,29,170,66,Spain,84,84,0,2088,439,"LM,CAM",LM,Athletic Club de Bilbao,41500000,49000,87200000,CAM,2024,10,2009,FALSE,Not in team,,,,,,
119,Á. Di María,Ángel Di María,34,180,69,Argentina,84,84,0,2142,444,RW,RW,Juventus,20000000,160000,34000000,RW,2023,22,2022,FALSE,Argentina,,,,,,
114,K. Casteels,Koen Casteels,30,197,86,Belgium,84,85,1,1301,460,GK,GK,VfL Wolfsburg,31500000,55000,55900000,GK,2024,1,2015,FALSE,Belgium,,,,,,
113,J. Matip,Joel Matip,30,194,90,Cameroon,84,84,0,1899,412,CB,CB,Liverpool,34500000,140000,63800000,CB,2024,32,2016,FALSE,Not in team,,,,,,
112,S. de Vrij,Stefan de Vrij,30,189,78,Netherlands,84,84,0,1873,409,CB,CB,Inter,34500000,88000,56900000,CB,2023,6,2018,FALSE,Netherlands,,,,,,
111,M. Hummels,Mats Hummels,33,191,94,Germany,84,84,0,2024,425,"CB,RB,RW",CB,Borussia Dortmund,20000000,66000,34000000,CB,2023,15,2019,FALSE,Not in team,,,,,,
110,L. Insigne,Lorenzo Insigne,31,163,59,Italy,84,84,0,2013,416,"LW,CF,LM",CAM,Toronto FC,35000000,19000,52500000,LW,2026,24,2022,FALSE,Italy,,,,,,
109,W. Ben Yedder,Wissam Ben Yedder,31,170,68,France,84,84,0,2102,438,ST,CF,AS Monaco,35500000,88000,67500000,ST,2024,10,2019,FALSE,France,,,,,,
188,Fernando,Fernando Reges Mouta,34,183,76,Brazil,83,83,0,2045,440,"CDM,CB",CDM,Sevilla FC,12500000,39000,26300000,CDM,2024,20,2019,FALSE,Not in team,,,,,,
179,J. Giménez,José María Giménez,27,185,79,Uruguay,83,85,2,1820,402,CB,CB,Atlético de Madrid,38500000,68000,81800000,SUB,2025,2,2013,FALSE,Not in team,,,,,,
180,T. Lemar,Thomas Lemar,26,171,66,France,83,86,3,2215,462,"CM,LM,RM",CAM,Atlético de Madrid,47000000,74000,99900000,SUB,2023,11,2018,FALSE,Not in team,,,,,,
181,Bremer,Gleison Bremer Silva Nascimento,25,188,82,Brazil,83,87,4,1869,412,CB,CB,Juventus,45500000,115000,80800000,CB,2027,3,2022,FALSE,Not in team,,,,,,
182,J. Cuadrado,Juan Cuadrado,34,179,72,Colombia,83,83,0,2234,478,"RB,RM",RB,Juventus,13500000,120000,23000000,RB,2023,11,2017,FALSE,Not in team,,,,,,
183,P. Zieli?ski,Piotr Zieli?ski,28,180,75,Poland,83,83,0,2132,457,"CAM,CM",CAM,Napoli,36500000,78000,62100000,CM,2024,20,2016,FALSE,Poland,,,,,,
184,Jesús Navas,Jesús Navas González,36,172,60,Spain,83,83,0,2169,452,"RB,RM",RB,Sevilla FC,8000000,28000,16800000,RB,2024,16,2017,FALSE,Not in team,,,,,,
185,Piqué,Gerard Piqué Bernabeu,35,194,85,Spain,83,83,0,1953,415,CB,CB,FC Barcelona,9500000,110000,19500000,SUB,2024,3,2008,FALSE,Not in team,,,,,,
186,K. Schmeichel,Kasper Schmeichel,35,189,89,Denmark,83,83,0,1339,450,GK,GK,OGC Nice,4000000,31000,7600000,GK,2023,1,2022,FALSE,Denmark,,,,,,
187,J. Henderson,Jordan Henderson,32,182,80,England,83,83,0,2190,460,"CM,CDM",CM,Liverpool,28500000,135000,52700000,SUB,2025,14,2011,FALSE,England,,,,,,
195,J. Stones,John Stones,28,188,76,England,83,84,1,1964,430,CB,CB,Manchester City,34500000,150000,66400000,SUB,2026,5,2016,FALSE,England,,,,,,
189,L. Hrádecký,Lukáš Hrádecký,32,192,85,Finland,83,83,0,1195,439,GK,GK,Bayer 04 Leverkusen,18000000,55000,30600000,GK,2026,1,2018,FALSE,Finland,,,,,,
190,David Silva,David Josué Jiménez Silva,36,173,67,Spain,83,83,0,2015,409,"CAM,CM",CAM,Real Sociedad,12000000,37000,25200000,CAM,2023,21,2020,FALSE,Not in team,,,,,,
191,O. Baumann,Oliver Baumann,32,187,82,Germany,83,83,0,1267,456,GK,GK,TSG Hoffenheim,18000000,40000,30600000,GK,2024,1,2014,FALSE,Not in team,,,,,,
192,A. Griezmann,Antoine Griezmann,31,176,73,France,83,83,0,2235,454,"ST,CF,RW",CAM,Atlético de Madrid,30500000,185000,0,SUB,2023,8,2019,TRUE,France,,,,,,
193,Luis Alberto,Luis Alberto Romero Alconchel,29,183,74,Spain,83,83,0,1982,412,CM,CM,Lazio,35500000,74000,60400000,CM,2025,10,2016,FALSE,Not in team,,,,,,
194,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,30,181,76,Brazil,83,83,0,2161,453,CF,CF,Liverpool,35500000,150000,65700000,SUB,2023,9,2015,FALSE,Not in team,,,,,,
196,H. Ziyech,Hakim Ziyech,29,181,65,Morocco,83,83,0,2078,438,"RW,CAM",RW,Chelsea,35500000,155000,65700000,SUB,2025,22,2020,FALSE,Morocco,,,,,,
197,Koke,Jorge Resurrección,30,176,75,Spain,83,83,0,2192,462,"CM,CDM",CM,Atlético de Madrid,34500000,74000,70700000,CM,2024,6,2011,FALSE,Spain,,,,,,
198,Ricardo Pereira,Ricardo Barbosa Pereira,28,175,70,Portugal,83,83,0,2168,459,"RB,RWB",RB,Leicester City,33000000,105000,62700000,SUB,2026,21,2018,FALSE,Not in team,,,,,,
177,D. Zapata,Duván Zapata,31,189,88,Colombia,83,83,0,1928,422,ST,ST,Atalanta,30500000,77000,51900000,SUB,2024,91,2020,FALSE,Not in team,,,,,,
178,Á. Correa,Ángel Correa,27,171,70,Argentina,83,84,1,2140,457,"ST,RM,CF",CF,Atlético de Madrid,42500000,80000,90300000,SUB,2026,10,2014,FALSE,Argentina,,,,,,
163,F. Mendy,Ferland Mendy,27,180,73,France,83,84,1,2158,473,LB,LB,Real Madrid CF,38000000,170000,80800000,LB,2025,23,2019,FALSE,Not in team,,,,,,
176,R. Kent,Roy Kent,40,182,82,England,83,83,0,2114,444,"CDM,CM",CDM,AFC Richmond,0,45000,0,CM,2024,6,2018,FALSE,Not in team,,,,,,
164,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,30,177,75,Brazil,83,83,0,2098,439,"CAM,RM",RM,Palmeiras,35000000,59000,63000000,RM,2025,10,2022,FALSE,Brazil,,,,,,
175,R. Araujo,Ronald Araujo,23,192,91,Uruguay,83,89,6,1905,420,"CB,RB",CB,FC Barcelona,52000000,135000,117000000,CB,2026,4,2018,FALSE,Not in team,,,,,,
155,Angeliño,José Ángel Esmoris Tasende,25,171,69,Spain,83,85,2,2209,461,"LWB,LM",LM,TSG Hoffenheim,42000000,64000,0,LWB,2023,11,2021,TRUE,Not in team,,,,,,
157,Marco Asensio,Marco Asensio Willemsen,26,182,76,Spain,83,84,1,2036,431,RW,RW,Real Madrid CF,43000000,200000,91400000,SUB,2023,11,2015,FALSE,Not in team,,,,,,
158,Rúben Neves,Rúben Diogo da Silva Neves,25,180,80,Portugal,83,86,3,2171,444,"CM,CDM",CM,Wolverhampton Wanderers,47500000,105000,93800000,CDM,2024,8,2017,FALSE,Portugal,,,,,,
159,Merino,Mikel Merino Zazón,26,189,83,Spain,83,86,3,2247,477,CM,CM,Real Sociedad,47000000,49000,102200000,CM,2025,8,2018,FALSE,Not in team,,,,,,
160,K. Laimer,Konrad Laimer,25,180,72,Austria,83,84,1,2156,468,"CDM,CM",CDM,RB Leipzig,38500000,64000,68300000,SUB,2023,27,2017,FALSE,Austria,,,,,,
161,P. Kimpembe,Presnel Kimpembe,26,189,80,France,83,86,3,1943,429,CB,CB,Paris Saint-Germain,42000000,95000,80900000,RES,2024,3,2015,FALSE,France,,,,,,
162,Fabián,Fabián Ruiz Peña,26,189,70,Spain,83,85,2,2125,449,"CM,CDM",CM,Paris Saint-Germain,44500000,105000,85700000,SUB,2027,8,2022,FALSE,Not in team,,,,,,
154,Diego Carlos,Diego Carlos Santos Silva,29,186,79,Brazil,83,83,0,1918,417,CB,CB,Aston Villa,30500000,105000,58000000,SUB,2026,3,2022,FALSE,Not in team,,,,,,
156,O. Dembélé,Ousmane Dembélé,25,178,67,France,83,86,3,2002,428,"RW,LW",LM,FC Barcelona,48000000,180000,102000000,RW,2024,7,2017,FALSE,Not in team,,,,,,
165,Gabriel Jesus,Gabriel Fernando de Jesus,25,175,73,Brazil,83,86,3,2078,440,"ST,RW",ST,Arsenal,48500000,115000,95800000,ST,2027,9,2022,FALSE,Not in team,,,,,,
171,Carlos Soler,Carlos Soler Barragán,25,180,76,Spain,83,88,5,2183,463,"CM,RM,CDM",CM,Paris Saint-Germain,53000000,100000,102000000,SUB,2027,28,2022,FALSE,Spain,,,,,,
174,C. Gakpo,Cody Gakpo,23,189,76,Netherlands,83,87,4,2057,445,LW,RM,PSV,52000000,29000,76700000,LW,2026,11,2016,FALSE,Netherlands,,,,,,
166,Unai Simón,Unai Simón Mendibil,25,190,89,Spain,83,86,3,1311,457,GK,GK,Athletic Club de Bilbao,37000000,30000,80500000,GK,2025,1,2015,FALSE,Spain,,,,,,
172,G. Kobel,Gregor Kobel,24,195,88,Switzerland,83,88,5,1251,448,GK,GK,Borussia Dortmund,44000000,40000,78100000,GK,2026,1,2021,FALSE,Not in team,,,,,,
173,Pau Torres,Pau Francisco Torres,25,191,80,Spain,83,89,6,1891,413,CB,CB,Villarreal CF,50500000,43000,116200000,CB,2024,4,2016,FALSE,Spain,,,,,,
170,Raphinha,Raphael Dias Belloli,25,176,68,Brazil,83,86,3,2129,455,"RW,RM",LM,FC Barcelona,48000000,180000,102000000,SUB,2027,22,2022,FALSE,Not in team,,,,,,
169,C. Romero,Cristian Romero,24,185,79,Argentina,83,88,5,1874,408,CB,CB,Tottenham Hotspur,49500000,95000,97800000,CB,2027,17,2022,FALSE,Argentina,,,,,,
168,P. Højbjerg,Pierre-Emile Højbjerg,26,187,84,Denmark,83,85,2,2108,444,"CDM,CM",CDM,Tottenham Hotspur,40500000,110000,80000000,CM,2025,5,2020,FALSE,Denmark,,,,,,
167,V. Osimhen,Victor Osimhen,23,185,78,Nigeria,83,89,6,1999,436,ST,ST,Napoli,58000000,72000,110200000,SUB,2025,9,2020,FALSE,Not in team,,,,,,
256,O. Giroud,Olivier Giroud,35,192,93,France,82,82,0,1928,390,ST,ST,AC Milan,13000000,66000,22100000,ST,2023,9,2021,FALSE,Not in team,,,,,,
248,W. Orban,Willi Orban,29,186,87,Hungary,82,82,0,1697,367,CB,CB,RB Leipzig,25500000,65000,43400000,CB,2025,4,2015,FALSE,Hungary,,,,,,
255,Rui Patrício,Rui Pedro dos Santos Patrício,34,190,84,Portugal,82,82,0,1368,457,GK,GK,Roma,5000000,59000,8500000,GK,2024,1,2021,FALSE,Portugal,,,,,,
254,D. Payet,Dimitri Payet,35,175,77,France,82,82,0,2015,420,"CAM,LW,ST",CAM,Olympique de Marseille,12500000,40000,23800000,LF,2024,10,2017,FALSE,Not in team,,,,,,
253,I. Rakiti?,Ivan Rakiti?,34,184,78,Croatia,82,82,0,2131,440,CM,CM,Sevilla FC,14000000,39000,29400000,CM,2024,10,2020,FALSE,Not in team,,,,,,
252,?. Fabia?ski,?ukasz Fabia?ski,37,190,83,Poland,82,82,0,1260,449,GK,GK,West Ham United,3400000,43000,6500000,GK,2023,1,2018,FALSE,Not in team,,,,,,
250,Z. Ibrahimovi?,Zlatan Ibrahimovi?,40,195,102,Sweden,82,82,0,1967,402,ST,ST,AC Milan,0,63000,0,SUB,2023,11,2020,FALSE,Sweden,,,,,,
249,I. Gueye,Idrissa Gueye,32,174,66,Senegal,82,82,0,2092,442,"CDM,CM",CDM,Everton,20500000,53000,39000000,SUB,2024,27,2022,FALSE,Not in team,,,,,,
244,André Silva,André Miguel Valente da Silva,26,185,84,Portugal,82,84,2,2067,434,ST,ST,RB Leipzig,38000000,73000,67500000,SUB,2026,19,2021,FALSE,Portugal,,,,,,
247,Sergi Darder,Sergi Darder Moll,28,180,71,Spain,82,82,0,2188,472,"CM,CDM,CAM",CM,RCD Espanyol de Barcelona,30500000,30000,64099999,CM,2026,10,2018,FALSE,Not in team,,,,,,
246,J. Pickford,Jordan Pickford,28,185,77,England,82,84,2,1503,466,GK,GK,Everton,26000000,45000,51400000,GK,2024,1,2017,FALSE,England,,,,,,
245,C. Pulisic,Christian Pulisic,23,177,69,United States,82,88,6,1954,413,"LW,RW,LM",RM,Chelsea,48000000,120000,98400000,SUB,2024,10,2019,FALSE,United States,,,,,,
243,B. Chilwell,Ben Chilwell,25,180,77,England,82,85,3,2106,445,"LWB,LB",LWB,Chelsea,37000000,110000,71200000,SUB,2025,21,2020,FALSE,England,,,,,,
242,Lucas Mantela,Lucas Luciano Mantela Patrício,22,183,77,Brazil,82,82,0,1297,444,GK,GK,Palmeiras,27000000,33000,48600000,GK,2025,1,2022,FALSE,Brazil,,,,,,
241,Josué Chiamulera,Josué Durval Chiamulera Vaz,30,185,80,Brazil,82,82,0,1885,405,CB,CB,Club Athletico Paranaense,25000000,23000,47500000,CB,2025,6,2022,FALSE,Brazil,,,,,,
240,R. Jiménez,Raúl Jiménez,31,188,81,Mexico,82,82,0,2073,439,ST,ST,Wolverhampton Wanderers,25500000,110000,48500000,ST,2024,9,2019,FALSE,Mexico,,,,,,
258,Yuri Berchiche,Yuri Berchiche Izeta,32,181,80,Spain,82,82,0,2176,462,LB,LB,Athletic Club de Bilbao,21000000,35000,44100000,SUB,2024,17,2018,FALSE,Not in team,,,,,,
257,S. Kjær,Simon Kjær,33,190,86,Denmark,82,82,0,1871,402,CB,CB,AC Milan,14500000,73000,24700000,SUB,2024,24,2020,FALSE,Denmark,,,,,,
269,Gabriel Paulista,Gabriel Armando de Abreu,31,185,72,Brazil,82,82,0,1971,419,CB,CB,Valencia CF,21000000,44000,44100000,CB,2024,5,2017,FALSE,Not in team,,,,,,
259,T. Alderweireld,Toby Alderweireld,33,186,81,Belgium,82,82,0,1975,409,CB,CB,Royal Antwerp FC,14500000,30000,21800000,CB,2025,23,2022,FALSE,Belgium,,,,,,
260,M. Arnautovi?,Marko Arnautovi?,33,192,83,Austria,82,82,0,2110,444,ST,ST,Bologna,19500000,51000,33200000,ST,2024,9,2021,FALSE,Austria,,,,,,
277,F. Acerbi,Francesco Acerbi,34,192,88,Italy,82,82,0,1840,403,CB,CB,Inter,10000000,59000,0,SUB,2023,15,2018,TRUE,Italy,,,,,,
276,W. Zaha,Wilfried Zaha,29,180,66,Côte d'Ivoire,82,82,0,2007,442,"LW,CF",LW,Crystal Palace,30000000,85000,57000000,LW,2023,11,2015,FALSE,Not in team,,,,,,
275,L. Muriel,Luis Muriel,31,179,79,Colombia,82,82,0,2002,426,ST,ST,Atalanta,25500000,70000,43400000,ST,2023,9,2019,FALSE,Not in team,,,,,,
274,A. Lopes,Anthony Lopes,31,184,81,Portugal,82,82,0,1377,462,GK,GK,Olympique Lyonnais,16000000,60000,30400000,GK,2025,1,2011,FALSE,Portugal,,,,,,
273,S. Berghuis,Steven Berghuis,30,182,75,Netherlands,82,82,0,2065,436,"CAM,RW",CAM,Ajax,29500000,25000,41300000,CM,2025,23,2021,FALSE,Netherlands,,,,,,
272,L. Spinazzola,Leonardo Spinazzola,29,186,75,Italy,82,82,0,2105,455,"LWB,LM",LWB,Roma,27000000,77000,45900000,LM,2024,37,2019,FALSE,Italy,,,,,,
271,K. Volland,Kevin Volland,29,179,85,Germany,82,82,0,2116,444,"ST,CF,CAM",ST,AS Monaco,30500000,76000,58000000,SUB,2024,31,2020,FALSE,Not in team,,,,,,
270,Nacho Fernández,José Ignacio Fernández Iglesias,32,180,76,Spain,82,82,0,1892,413,"CB,LB",CB,Real Madrid CF,20000000,155000,41000000,SUB,2023,6,2010,FALSE,Not in team,,,,,,
238,D. Dumfries,Denzel Dumfries,26,188,80,Netherlands,82,84,2,2061,456,"RWB,RM",RWB,Inter,34500000,73000,59500000,RM,2025,2,2021,FALSE,Netherlands,,,,,,
268,G. Kondogbia,Geoffrey Kondogbia,29,188,76,Central African Republic,82,82,0,2181,465,"CM,CDM,CB",CDM,Atlético de Madrid,29500000,71000,60500000,CDM,2024,4,2020,FALSE,Not in team,,,,,,
267,Isco,Francisco Román Alarcón Suárez,30,176,79,Spain,82,82,0,2051,425,"CAM,LW,CM",CAM,Sevilla FC,29500000,39000,62000000,SUB,2024,22,2022,FALSE,Not in team,,,,,,
266,L. Digne,Lucas Digne,28,178,74,France,82,82,0,2206,459,LB,LB,Aston Villa,27500000,100000,52300000,LB,2026,27,2022,FALSE,France,,,,,,
265,S. Coates,Sebastián Coates,31,196,94,Uruguay,82,82,0,1803,405,CB,CB,Sporting CP,21000000,19000,42000000,CB,2024,4,2017,FALSE,Not in team,,,,,,
264,Raúl Albiol,Raúl Albiol Tortajada,36,190,82,Spain,82,82,0,1710,360,CB,CB,Villarreal CF,5500000,30000,11600000,CB,2023,3,2019,FALSE,Not in team,,,,,,
263,C. Eriksen,Christian Eriksen,30,181,76,Denmark,82,82,0,1999,412,"CM,CAM,CDM",CM,Manchester United,29000000,135000,55100000,CDM,2025,14,2022,FALSE,Denmark,,,,,,
262,Coutinho,Philippe Coutinho Correia,30,172,68,Brazil,82,82,0,2076,420,"CAM,LW,CM",CAM,Aston Villa,29500000,100000,56100000,LW,2026,23,2022,FALSE,Not in team,,,,,,
261,Azpilicueta,César Azpilicueta Tanco,32,178,77,Spain,82,82,0,2063,427,"CB,RWB,RB",CB,Chelsea,20000000,115000,37000000,CB,2023,28,2012,FALSE,Spain,,,,,,
239,R. Malinovskyi,Ruslan Malinovskyi,29,181,79,Ukraine,82,82,0,2213,465,"CF,CAM",CF,Atalanta,30500000,73000,51900000,ST,2023,18,2019,FALSE,Ukraine,,,,,,
251,Iñigo Martínez,Iñigo Martínez Berridi,31,182,77,Spain,82,82,0,1992,417,CB,CB,Athletic Club de Bilbao,21000000,35000,44100000,SUB,2023,4,2018,FALSE,Not in team,,,,,,
237,Lucas Paquetá,Lucas Tolentino Coelho de Lima,24,180,72,Brazil,82,87,5,2188,461,"CAM,CM,CF",CAM,West Ham United,46000000,77000,90900000,SUB,2027,11,2022,FALSE,Not in team,,,,,,
217,R. Guerreiro,Raphaël Guerreiro,28,170,71,Portugal,82,82,0,2171,454,"LB,LM",CAM,Borussia Dortmund,27500000,57000,46800000,LB,2023,13,2016,FALSE,Portugal,,,,,,
215,Otávio,Otávio Edmilson da Silva Monteiro,27,171,67,Portugal,82,82,0,2116,446,"RM,LM",RM,FC Porto,32500000,21000,65000000,RM,2025,25,2014,FALSE,Portugal,,,,,,
214,Gayà,José Luís Gayà Peña,27,172,66,Spain,82,83,1,2090,451,"LB,LM",LB,Valencia CF,32000000,44000,69600000,LB,2023,14,2012,FALSE,Spain,,,,,,
213,T. Werner,Timo Werner,26,180,76,Germany,82,84,2,1994,425,"ST,LW",ST,RB Leipzig,38000000,73000,67500000,ST,2026,11,2022,FALSE,Germany,,,,,,
212,J. Brandt,Julian Brandt,26,185,83,Germany,82,85,3,2027,425,"CAM,CM,RM",CAM,Borussia Dortmund,40000000,60000,71000000,SUB,2024,19,2019,FALSE,Germany,,,,,,
211,Anderson Talisca,Anderson Souza Conceição,28,190,80,Brazil,82,82,0,2152,450,"CF,ST,CAM",CF,Al Nassr,31000000,64000,52700000,CF,2024,94,2021,FALSE,Not in team,,,,,,
210,E. Can,Emre Can,28,186,86,Germany,82,82,0,2269,483,"CM,CB,CDM",CB,Borussia Dortmund,30500000,63000,51900000,SUB,2024,23,2020,FALSE,Not in team,,,,,,
209,A. Christensen,Andreas Christensen,26,188,81,Denmark,82,86,4,1775,394,CB,CB,FC Barcelona,37500000,145000,79700000,SUB,2026,15,2022,FALSE,Denmark,,,,,,
208,J. Tah,Jonathan Tah,26,195,94,Germany,82,84,2,1726,392,CB,CB,Bayer 04 Leverkusen,33500000,62000,59500000,CB,2025,4,2015,FALSE,Not in team,,,,,,
207,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,25,179,68,Portugal,82,85,3,2034,434,"ST,LM,CF",ST,Wolverhampton Wanderers,41000000,105000,81000000,LW,2024,17,2022,FALSE,Portugal,,,,,,
205,M. Locatelli,Manuel Locatelli,24,185,75,Italy,82,86,4,2120,450,"CDM,CM",CM,Juventus,40000000,37000,0,CM,2023,27,2019,TRUE,Italy,,,,,,
204,David Soria,David Soria Solís,29,192,85,Spain,82,82,0,1279,443,GK,GK,Getafe CF,21000000,32000,44100000,GK,2023,13,2018,FALSE,Not in team,,,,,,
203,G. Di Lorenzo,Giovanni Di Lorenzo,28,183,83,Italy,82,82,0,2135,459,RB,RB,Napoli,27500000,66000,46800000,RB,2026,22,2019,FALSE,Italy,,,,,,
202,Rafa,Rafael A. Ferreira Silva,29,172,66,Portugal,82,82,0,1996,427,"RW,RM,CF",RW,SL Benfica,30000000,24000,60000000,CF,2024,27,2016,FALSE,Not in team,,,,,,
201,A. Kramari?,Andrej Kramari?,31,177,73,Croatia,82,82,0,2041,417,"CF,CAM",CF,TSG Hoffenheim,25500000,54000,43400000,ST,2025,27,2015,FALSE,Croatia,,,,,,
200,G. Rulli,Gerónimo Rulli,30,189,84,Argentina,82,82,0,1336,459,GK,GK,Villarreal CF,20500000,34000,43100000,GK,2024,13,2020,FALSE,Not in team,,,,,,
199,J. Maddison,James Maddison,25,175,73,England,82,84,2,2090,436,"CAM,RM",CAM,Leicester City,38000000,100000,75100000,RM,2024,10,2018,FALSE,Not in team,,,,,,
236,A. Ramsdale,Aaron Ramsdale,24,191,77,England,82,86,4,1396,455,GK,GK,Arsenal,34500000,62000,68100000,GK,2025,32,2021,FALSE,England,,,,,,
216,Grimaldo,Alejandro Grimaldo García,26,172,67,Spain,82,83,1,2184,461,"LB,LWB,LM",LB,SL Benfica,33000000,19000,68500000,LB,2023,3,2016,FALSE,Not in team,,,,,,
206,R. Gosens,Robin Gosens,27,183,76,Germany,82,82,0,2193,467,"LWB,LM",LWB,Inter,29500000,59000,0,LM,2023,8,2017,TRUE,Germany,,,,,,
218,A. Onana,André Onana,26,190,93,Cameroon,82,85,3,1468,471,GK,GK,Inter,30500000,59000,52600000,SUB,2027,24,2022,FALSE,Not in team,,,,,,
228,D. Núñez,Darwin Núñez,23,186,80,Uruguay,82,89,7,2063,444,"ST,LW",ST,Liverpool,61500000,120000,126100000,ST,2028,27,2022,FALSE,Not in team,,,,,,
235,A. Danjuma,Arnaut Danjuma,25,178,74,Netherlands,82,83,1,2013,436,"LM,ST",LM,Villarreal CF,36500000,43000,79400000,SUB,2026,9,2021,FALSE,Not in team,,,,,,
219,M. Ginter,Matthias Ginter,28,191,86,Germany,82,83,1,1948,419,CB,CB,Sport-Club Freiburg,29000000,40000,51500000,CB,2026,28,2022,FALSE,Not in team,,,,,,
234,N. Mazraoui,Noussair Mazraoui,24,183,65,Morocco,82,86,4,2105,459,RB,RM,FC Bayern München,40500000,59000,69900000,SUB,2026,40,2022,FALSE,Morocco,,,,,,
233,Ferran Torres,Ferran Torres García,22,184,77,Spain,82,88,6,2030,427,"LW,ST",LW,FC Barcelona,49000000,150000,110300000,SUB,2027,11,2022,FALSE,Spain,,,,,,
232,A. Tchouaméni,Aurélien Tchouaméni,22,187,81,France,82,89,7,2142,460,"CM,CDM",CDM,Real Madrid CF,61500000,145000,138400000,CDM,2028,18,2022,FALSE,France,,,,,,
230,B. Saka,Bukayo Saka,20,178,65,England,82,89,7,2101,449,"RM,LM",LM,Arsenal,60500000,76000,127100000,RM,2024,7,2018,FALSE,England,,,,,,
229,N. Schlotterbeck,Nico Schlotterbeck,22,191,86,Germany,82,88,6,1975,432,CB,CB,Borussia Dortmund,44500000,47000,84600000,CB,2027,4,2022,FALSE,Germany,,,,,,
231,Dani Olmo,Daniel Olmo Carvajal,24,179,72,Spain,82,87,5,2034,419,"CAM,CF",CAM,RB Leipzig,46000000,59000,81700000,SUB,2024,7,2020,FALSE,Spain,,,,,,
226,F. Wirtz,Florian Wirtz,19,176,72,Germany,82,91,9,1994,428,"CAM,CM",CAM,Bayer 04 Leverkusen,66000000,38000,125400000,RES,2027,27,2020,FALSE,Not in team,,,,,,
225,D. Rojas,Dani Rojas,26,183,75,Mexico,82,83,1,2033,426,ST,ST,AFC Richmond,36500000,74000,72100000,ST,2024,14,2019,FALSE,Not in team,,,,,,
224,Álex Remiro,Alejandro Remiro Gargallo,27,192,79,Spain,82,84,2,1296,449,GK,GK,Real Sociedad,28000000,34000,60900000,GK,2027,1,2019,FALSE,Not in team,,,,,,
223,I. Bennacer,Ismaël Bennacer,24,175,70,Algeria,82,86,4,2213,464,"CDM,CM",CM,AC Milan,40000000,63000,71000000,CM,2024,4,2019,FALSE,Not in team,,,,,,
222,T. Abraham,Tammy Abraham,24,195,86,England,82,85,3,1927,424,ST,ST,Roma,42000000,77000,74600000,ST,2026,9,2021,FALSE,England,,,,,,
227,Antony,Antony Matheus dos Santos,22,174,63,Brazil,82,88,6,2010,436,"RW,RM",LM,Manchester United,49000000,130000,102900000,RM,2027,21,2022,FALSE,Not in team,,,,,,
221,Aritz Elustondo,Aritz Elustondo,28,180,71,Spain,82,83,1,1820,390,"CB,RB",CB,Real Sociedad,29000000,43000,63100000,SUB,2024,6,2014,FALSE,Not in team,,,,,,
220,S. Haller,Sébastien Haller,28,190,82,Côte d'Ivoire,82,82,0,1947,415,ST,ST,Borussia Dortmund,31000000,68000,52700000,RES,2026,9,2022,FALSE,Not in team,,,,,,
349,T. Savanier,Téji Savanier,30,172,69,France,81,81,0,2150,444,"CAM,CM",CAM,Montpellier Hérault SC,25000000,33000,47500000,CAM,2026,11,2019,FALSE,Not in team,,,,,,
344,José Sá,José Pedro Malheiro de Sá,29,192,84,Portugal,81,82,1,1337,448,GK,GK,Wolverhampton Wanderers,20000000,74000,39500000,GK,2026,1,2021,FALSE,Not in team,,,,,,
341,G. Lo Celso,Giovani Lo Celso,26,177,68,Argentina,81,83,2,2162,453,"CM,ST,LM",CAM,Villarreal CF,31500000,100000,0,LM,2023,17,2020,TRUE,Argentina,,,,,,
342,Oscar,Oscar dos Santos Emboaba,30,179,70,Brazil,81,81,0,2152,448,"CAM,CM,LW",CAM,Shanghai Port FC,25000000,28000,38800000,RES,2024,8,2017,FALSE,Not in team,,,,,,
343,J. Gomez,Joe Gomez,25,188,77,England,81,86,5,1802,405,"CB,RB",CB,Liverpool,34000000,100000,65500000,SUB,2027,2,2015,FALSE,Not in team,,,,,,
347,L. Ocampos,Lucas Ocampos,27,188,84,Argentina,81,81,0,2188,465,"RW,LW",RW,Ajax,27500000,39000,0,SUB,2023,11,2019,TRUE,Not in team,,,,,,
345,Borja Iglesias,Borja Iglesias Quintás,29,187,86,Spain,81,81,0,1921,408,ST,ST,Real Betis Balompié,25500000,36000,53600000,ST,2026,9,2019,FALSE,Not in team,,,,,,
346,J. Ward-Prowse,James Ward-Prowse,27,173,66,England,81,82,1,2149,437,CM,CM,Southampton,29500000,69000,58300000,CDM,2026,8,2011,FALSE,Not in team,,,,,,
